[pid 13235] prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe8c95000, 0xff000, 0xffffffffede95d50)                          = 0
[pid 13235] munmap(0xffffffffe8c95000, 438272)                                                                          = 0
[pid 13235] munmap(0xffffffffe8d80000, 81920)                                                                           = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ)                                                               = 0
[pid 12897] statfs64("/sys/fs/selinux", 88, {f_type="SELINUX_MAGIC", f_bsize=4096, f_blocks=0, f_bfree=0, f_bavail=0, f_files=0, f_ffree=0, f_fsid={0, 0}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
[pid 12897] statfs64("/sys/fs/selinux", 88, {f_type="SELINUX_MAGIC", f_bsize=4096, f_blocks=0, f_bfree=0, f_bavail=0, f_files=0, f_ffree=0, f_fsid={0, 0}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe78c4000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7528000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe761a000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe765c000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe76a6000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7732000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe77c1000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe77c0000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe74d5000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7526000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe75de000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7646000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe76ab000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7708000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe77a6000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe787b000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7521000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7540000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe76ac000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7733000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe748f000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe74d6000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7500000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe750e000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe7612000, 4096, PROT_READ)                                                               = 0
[pid 12897] mprotect(0xffffffffe78c3000, 4096, PROT_READ)                                                               = 0
[pid 12897] prctl(PR_GET_DUMPABLE)                                                                                      = 1
[pid 12897] openat(AT_FDCWD, "/dev/__properties__/u:object_r:vold_prop:s0", O_RDONLY|O_LARGEFILE|O_NOFOLLOW|O_CLOEXEC)  = 7</dev/__properties__/u:object_r:vold_prop:s0>
[pid 12897] fstat64(7</dev/__properties__/u:object_r:vold_prop:s0>, {st_mode=S_IFREG|0444, st_size=131072, ...})        = 0
[pid 12897] mmap2(NULL, 131072, PROT_READ, MAP_SHARED, 7</dev/__properties__/u:object_r:vold_prop:s0>, 0)               = 0xe7786000
[pid 12897] close(7</dev/__properties__/u:object_r:vold_prop:s0>)                                                       = 0
[pid 12897] openat(AT_FDCWD, "/dev/media0", O_RDWR|O_NONBLOCK|O_LARGEFILE)                                              = -1 EACCES (Permission denied)
[pid 12897] openat(AT_FDCWD, "", O_RDWR|O_LARGEFILE)                                                                    = -1 ENOENT (No such file or directory)
[pid 12897] clock_gettime(CLOCK_REALTIME, {1515393602, 38408398})                                                       = 0
[pid 12897] getuid32()                                                                                                  = 2000
[pid 12897] writev(5<socket:[68001]>, [{"\0a2B\22SZ\316\20J\2", 11}, {"\6", 1}, {"mm-camera-intf\0", 15}, {"Open sensor_init subdev failed\0", 31}], 4) = 58
[pid 12897] clock_gettime(CLOCK_REALTIME, {1515393602, 40354232})                                                       = 0
[pid 12897] getuid32()                                                                                                  = 2000
[pid 12897] writev(5<socket:[68001]>, [{"\0a2B\22SZ\270\301g\2", 11}, {"\6", 1}, {"QCamera2Factory\0", 16}, {"qcamera::QCamera2Factory::QCamera2Factory(): 0 camera devices detected!\0", 72}], 4) = 100
[pid 12897] prctl(PR_GET_DUMPABLE)                                                                                      = 1
[pid 12897] mprotect(0xffffffffe7528000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe761a000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe765c000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe76a6000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe7732000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe77c1000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe77c0000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe74d5000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe7526000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe75de000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe7646000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe76ab000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe7708000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe77a6000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 12897] mprotect(0xffffffffe787b000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
